date,subdomain,qtype,count,ratio
2025-04-01,geol,5,11,0.0010
2025-04-01,geol,6,15,0.0014
2025-04-01,geol,65,478,0.0439
2025-04-01,geol,99,2,0.0002
2025-04-01,geosci,1,317,0.5817
2025-04-01,geosci,12,1,0.0018
2025-04-01,geosci,15,9,0.0165
2025-04-01,geosci,16,9,0.0165
2025-04-01,geosci,2,15,0.0275
2025-04-01,geosci,257,1,0.0018
2025-04-01,geosci,28,130,0.2385
2025-04-01,geosci,33,1,0.0018
2025-04-01,geosci,43,2,0.0037
2025-04-01,geosci,48,1,0.0018
2025-04-01,geosci,5,9,0.0165
2025-04-01,geosci,6,16,0.0294
2025-04-01,geosci,65,29,0.0532
2025-04-01,geosci,99,5,0.0092
2025-04-01,gfest,1,1262,0.6822
2025-04-01,gfest,12,2,0.0011
2025-04-01,gfest,15,35,0.0189
2025-04-01,gfest,16,5,0.0027
2025-04-01,gfest,2,32,0.0173
2025-04-01,gfest,257,2,0.0011
2025-04-01,gfest,28,460,0.2486
2025-04-01,gfest,33,2,0.0011
2025-04-01,gfest,48,2,0.0011
2025-04-01,gfest,5,7,0.0038
2025-04-01,gfest,6,11,0.0059
2025-04-01,gfest,65,29,0.0157
2025-04-01,gfest,99,1,0.0005
2025-04-01,gip,1,677,0.6611
2025-04-01,gip,15,4,0.0039
2025-04-01,gip,16,2,0.0020
2025-04-01,gip,2,32,0.0312
2025-04-01,gip,28,227,0.2217
2025-04-01,gip,5,5,0.0049
2025-04-01,gip,6,11,0.0107
2025-04-01,gip,65,66,0.0645
2025-04-01,glc-net,1,93,0.4266
2025-04-01,glc-net,15,2,0.0092
2025-04-01,glc-net,2,2,0.0092
2025-04-01,glc-net,28,111,0.5092
2025-04-01,glc-net,5,2,0.0092
2025-04-01,glc-net,6,8,0.0367
2025-04-01,global,1,3404,0.6409
2025-04-01,global,12,1,0.0002
2025-04-01,global,15,9,0.0017
2025-04-01,global,16,6,0.0011
2025-04-01,global,2,231,0.0435
2025-04-01,global,257,3,0.0006
2025-04-01,global,28,1248,0.2350
2025-04-01,global,33,1,0.0002
2025-04-01,global,43,2,0.0004
2025-04-01,global,48,1,0.0002
2025-04-01,global,5,10,0.0019
2025-04-01,global,6,12,0.0023
2025-04-01,global,65,383,0.0721
2025-04-01,gsbs,1,3483,0.5886
2025-04-01,gsbs,12,3,0.0005
2025-04-01,gsbs,15,694,0.1173
2025-04-01,gsbs,16,90,0.0152
2025-04-01,gsbs,2,232,0.0392
2025-04-01,gsbs,257,2,0.0003
2025-04-01,gsbs,28,1127,0.1905
2025-04-01,gsbs,33,3,0.0005
2025-04-01,gsbs,43,2,0.0003
2025-04-01,gsbs,48,1,0.0002
2025-04-01,gsbs,5,12,0.0020
2025-04-01,gsbs,6,8,0.0014
2025-04-01,gsbs,65,259,0.0438
2025-04-01,gsbs,99,1,0.0002
2025-04-01,hass,1,7995,0.6020
2025-04-01,hass,12,3,0.0002
2025-04-01,hass,15,381,0.0287
2025-04-01,hass,16,70,0.0053
2025-04-01,hass,2,630,0.0474
2025-04-01,hass,255,11,0.0008
2025-04-01,hass,257,76,0.0057
2025-04-01,hass,28,3523,0.2653
2025-04-01,hass,33,1,0.0001
2025-04-01,hass,35,2,0.0002
2025-04-01,hass,39,6,0.0005
2025-04-01,hass,43,23,0.0017
2025-04-01,hass,48,1,0.0001
2025-04-01,hass,5,138,0.0104
2025-04-01,hass,6,68,0.0051
2025-04-01,hass,65,323,0.0243
2025-04-01,hass,99,29,0.0022
2025-04-01,hbp,1,910,0.5785
2025-04-01,hbp,15,3,0.0019
2025-04-01,hbp,16,5,0.0032
2025-04-01,hbp,2,38,0.0242
2025-04-01,hbp,28,537,0.3414
2025-04-01,hbp,5,4,0.0025
2025-04-01,hbp,6,12,0.0076
2025-04-01,hbp,65,64,0.0407
2025-04-01,hcph,1,414,0.5294
2025-04-01,hcph,15,6,0.0077
2025-04-01,hcph,16,5,0.0064
2025-04-01,hcph,2,8,0.0102
2025-04-01,hcph,257,1,0.0013
2025-04-01,hcph,28,305,0.3900
2025-04-01,hcph,5,5,0.0064
2025-04-01,hcph,6,2,0.0026
2025-04-01,hcph,65,36,0.0460
2025-04-01,hcs,1,1138,0.5247
2025-04-01,hcs,12,1,0.0005
2025-04-01,hcs,15,91,0.0420
2025-04-01,hcs,16,19,0.0088
2025-04-01,hcs,2,31,0.0143
2025-04-01,hcs,257,2,0.0009
2025-04-01,hcs,28,709,0.3269
2025-04-01,hcs,33,2,0.0009
2025-04-01,hcs,5,5,0.0023
2025-04-01,hcs,6,8,0.0037
2025-04-01,hcs,65,163,0.0751
2025-04-01,heritage,1,2961,0.3708
2025-04-01,heritage,15,2503,0.3134
2025-04-01,heritage,16,361,0.0452
2025-04-01,heritage,2,306,0.0383
2025-04-01,heritage,255,3,0.0004
2025-04-01,heritage,28,1339,0.1677
2025-04-01,heritage,43,11,0.0014
2025-04-01,heritage,5,73,0.0091
2025-04-01,heritage,6,19,0.0024
2025-04-01,heritage,65,352,0.0441
2025-04-01,heritage,99,58,0.0073
2025-04-01,hibun,1,1826,0.6791
2025-04-01,hibun,15,2,0.0007
2025-04-01,hibun,2,35,0.0130
2025-04-01,hibun,28,539,0.2004
2025-04-01,hibun,5,1,0.0004
2025-04-01,hibun,6,9,0.0033
2025-04-01,hibun,65,277,0.1030
2025-04-01,high-s,0,1,0.0001
2025-04-01,high-s,1,8826,0.4769
2025-04-01,high-s,12,2,0.0001
2025-04-01,high-s,15,2050,0.1108
2025-04-01,high-s,16,99,0.0053
2025-04-01,high-s,2,140,0.0076
2025-04-01,high-s,257,2,0.0001
2025-04-01,high-s,28,6048,0.3268
2025-04-01,high-s,33,1,0.0001
2025-04-01,high-s,43,9,0.0005
2025-04-01,high-s,5,20,0.0011
2025-04-01,high-s,6,16,0.0009
2025-04-01,high-s,65,1279,0.0691
2025-04-01,high-s,99,15,0.0008
2025-04-01,histanth,1,1411,0.5685
2025-04-01,histanth,12,1,0.0004
2025-04-01,histanth,15,257,0.1035
2025-04-01,histanth,16,8,0.0032
2025-04-01,histanth,2,71,0.0286
2025-04-01,histanth,255,1,0.0004
2025-04-01,histanth,257,1,0.0004
2025-04-01,histanth,28,594,0.2393
2025-04-01,histanth,33,1,0.0004
2025-04-01,histanth,48,1,0.0004
2025-04-01,histanth,5,8,0.0032
2025-04-01,histanth,6,15,0.0060
2025-04-01,histanth,65,112,0.0451
2025-04-01,histanth,99,1,0.0004
2025-04-01,hokekan,1,2059,0.5181
2025-04-01,hokekan,15,13,0.0033
2025-04-01,hokekan,16,6,0.0015
2025-04-01,hokekan,2,42,0.0106
2025-04-01,hokekan,28,1157,0.2911
2025-04-01,hokekan,5,3,0.0008
2025-04-01,hokekan,6,10,0.0025
2025-04-01,hokekan,65,684,0.1721
2025-04-01,hosp,0,1,0.0000
2025-04-01,hosp,1,60674,0.5366
2025-04-01,hosp,12,4,0.0000
2025-04-01,hosp,13,1,0.0000
2025-04-01,hosp,15,2890,0.0256
2025-04-01,hosp,16,426,0.0038
2025-04-01,hosp,2,1250,0.0111
2025-04-01,hosp,255,6,0.0001
2025-04-01,hosp,257,14,0.0001
2025-04-01,hosp,28,41631,0.3682
2025-04-01,hosp,33,2,0.0000
2025-04-01,hosp,43,44,0.0004
2025-04-01,hosp,48,2,0.0000
2025-04-01,hosp,5,68,0.0006
2025-04-01,hosp,6,31,0.0003
2025-04-01,hosp,65,6013,0.0532
2025-04-01,hosp,99,12,0.0001
2025-04-01,human,1,16990,0.4725
2025-04-01,human,12,3,0.0001
2025-04-01,human,13,3,0.0001
2025-04-01,human,15,3761,0.1046
2025-04-01,human,16,752,0.0209
2025-04-01,human,2,417,0.0116
2025-04-01,human,255,20,0.0006
2025-04-01,human,257,2,0.0001
2025-04-01,human,28,12663,0.3522
2025-04-01,human,33,7,0.0002
2025-04-01,human,43,66,0.0018
2025-04-01,human,48,1,0.0000
2025-04-01,human,5,21,0.0006
2025-04-01,human,6,11,0.0003
2025-04-01,human,65,1203,0.0335
2025-04-01,human,99,39,0.0011
2025-04-01,humcul,1,361,0.5938
2025-04-01,humcul,15,11,0.0181
2025-04-01,humcul,16,6,0.0099
2025-04-01,humcul,2,31,0.0510
2025-04-01,humcul,255,2,0.0033
2025-04-01,humcul,257,13,0.0214
2025-04-01,humcul,28,141,0.2319
2025-04-01,humcul,39,1,0.0016
2025-04-01,humcul,43,1,0.0016
2025-04-01,humcul,5,19,0.0312
2025-04-01,humcul,6,3,0.0049
2025-04-01,humcul,65,19,0.0312
2025-04-01,i-sangaku,1,1,0.0769
2025-04-01,i-sangaku,2,1,0.0769
2025-04-01,i-sangaku,28,1,0.0769
2025-04-01,i-sangaku,6,10,0.7692
2025-04-01,icrhs,1,1693,0.7104
2025-04-01,icrhs,15,83,0.0348
2025-04-01,icrhs,16,3,0.0013
2025-04-01,icrhs,2,24,0.0101
2025-04-01,icrhs,28,565,0.2371
2025-04-01,icrhs,35,1,0.0004
2025-04-01,icrhs,43,2,0.0008
2025-04-01,icrhs,5,3,0.0013
2025-04-01,icrhs,6,2,0.0008
2025-04-01,icrhs,65,7,0.0029
2025-04-01,ide,1,424,0.6839
2025-04-01,ide,15,4,0.0065
2025-04-01,ide,16,1,0.0016
2025-04-01,ide,2,9,0.0145
2025-04-01,ide,28,107,0.1726
2025-04-01,ide,5,2,0.0032
2025-04-01,ide,65,73,0.1177
2025-04-01,ied,1,4830,0.5910
2025-04-01,ied,12,4,0.0005
2025-04-01,ied,15,643,0.0787
2025-04-01,ied,16,100,0.0122
2025-04-01,ied,2,153,0.0187
2025-04-01,ied,255,2,0.0002
2025-04-01,ied,257,5,0.0006
2025-04-01,ied,28,2226,0.2724
2025-04-01,ied,33,8,0.0010
2025-04-01,ied,43,16,0.0020
2025-04-01,ied,48,6,0.0007
2025-04-01,ied,5,28,0.0034
2025-04-01,ied,6,15,0.0018
2025-04-01,ied,65,124,0.0152
2025-04-01,ied,99,12,0.0015
2025-04-01,ies,1,25,0.2632
2025-04-01,ies,15,49,0.5158
2025-04-01,ies,2,4,0.0421
2025-04-01,ies,28,6,0.0632
2025-04-01,ies,5,1,0.0105
2025-04-01,ies,6,10,0.1053
2025-04-01,iit,0,2,0.0001
2025-04-01,iit,1,13642,0.4836
2025-04-01,iit,12,1,0.0000
2025-04-01,iit,15,5123,0.1816
2025-04-01,iit,16,1662,0.0589
2025-04-01,iit,2,1238,0.0439
2025-04-01,iit,255,36,0.0013
2025-04-01,iit,257,131,0.0046
2025-04-01,iit,28,5375,0.1905
2025-04-01,iit,33,1,0.0000
2025-04-01,iit,35,1,0.0000
2025-04-01,iit,39,7,0.0002
2025-04-01,iit,43,48,0.0017
2025-04-01,iit,48,6,0.0002
2025-04-01,iit,5,229,0.0081
2025-04-01,iit,6,109,0.0039
2025-04-01,iit,65,529,0.0188
2025-04-01,iit,99,72,0.0026
2025-04-01,ilc,1,1526,0.4179
2025-04-01,ilc,15,888,0.2432
2025-04-01,ilc,16,158,0.0433
2025-04-01,ilc,2,143,0.0392
2025-04-01,ilc,28,883,0.2418
2025-04-01,ilc,43,3,0.0008
2025-04-01,ilc,5,31,0.0085
2025-04-01,ilc,6,18,0.0049
2025-04-01,ilc,99,2,0.0005
2025-04-01,imis,1,708,0.4621
2025-04-01,imis,12,1,0.0007
2025-04-01,imis,15,144,0.0940
2025-04-01,imis,16,177,0.1155
2025-04-01,imis,2,23,0.0150
2025-04-01,imis,257,1,0.0007
2025-04-01,imis,28,344,0.2245
2025-04-01,imis,33,1,0.0007
2025-04-01,imis,43,1,0.0007
2025-04-01,imis,48,1,0.0007
2025-04-01,imis,5,5,0.0033
2025-04-01,imis,6,3,0.0020
2025-04-01,imis,65,123,0.0803
2025-04-01,imri,1,48,0.6316
2025-04-01,imri,15,1,0.0132
2025-04-01,imri,2,3,0.0395
2025-04-01,imri,28,22,0.2895
2025-04-01,imri,65,2,0.0263
2025-04-01,ims,1,34405,0.5368
2025-04-01,ims,12,1,0.0000
2025-04-01,ims,13,2,0.0000
2025-04-01,ims,15,10548,0.1646
2025-04-01,ims,16,788,0.0123
2025-04-01,ims,2,3397,0.0530
2025-04-01,ims,255,12,0.0002
2025-04-01,ims,28,13845,0.2160
2025-04-01,ims,33,1,0.0000
2025-04-01,ims,35,1,0.0000
2025-04-01,ims,43,157,0.0024
2025-04-01,ims,48,3,0.0000
2025-04-01,ims,5,153,0.0024
2025-04-01,ims,6,85,0.0013
2025-04-01,ims,65,678,0.0106
2025-04-01,ims,99,14,0.0002
2025-04-01,inf,1,504,0.4628
2025-04-01,inf,12,1,0.0009
2025-04-01,inf,15,140,0.1286
2025-04-01,inf,16,23,0.0211
2025-04-01,inf,2,11,0.0101
2025-04-01,inf,257,1,0.0009
2025-04-01,inf,28,305,0.2801
2025-04-01,inf,33,1,0.0009
2025-04-01,inf,48,1,0.0009
2025-04-01,inf,5,4,0.0037
2025-04-01,inf,6,4,0.0037
2025-04-01,inf,65,94,0.0863
2025-04-01,informatics,1,3301,0.7738
2025-04-01,informatics,12,2,0.0005
2025-04-01,informatics,15,6,0.0014
2025-04-01,informatics,16,1,0.0002
2025-04-01,informatics,2,18,0.0042
2025-04-01,informatics,257,1,0.0002
2025-04-01,informatics,28,723,0.1695
2025-04-01,informatics,33,1,0.0002
2025-04-01,informatics,5,2,0.0005
2025-04-01,informatics,6,1,0.0002
2025-04-01,informatics,65,210,0.0492
2025-04-01,intersc,1,2193,0.5241
2025-04-01,intersc,15,967,0.2311
2025-04-01,intersc,16,9,0.0022
2025-04-01,intersc,2,149,0.0356
2025-04-01,intersc,255,2,0.0005
2025-04-01,intersc,28,690,0.1649
2025-04-01,intersc,43,2,0.0005
2025-04-01,intersc,5,16,0.0038
2025-04-01,intersc,6,3,0.0007
2025-04-01,intersc,65,153,0.0366
2025-04-01,ipp,1,711,0.6676
2025-04-01,ipp,2,30,0.0282
2025-04-01,ipp,28,246,0.2310
2025-04-01,ipp,5,3,0.0028
2025-04-01,ipp,6,10,0.0094
2025-04-01,ipp,65,65,0.0610
2025-04-01,is,1,4520,0.3615
2025-04-01,is,15,970,0.0776
2025-04-01,is,16,10,0.0008
2025-04-01,is,2,2155,0.1724
2025-04-01,is,28,2113,0.1690
2025-04-01,is,43,1408,0.1126
2025-04-01,is,48,1309,0.1047
2025-04-01,is,5,7,0.0006
2025-04-01,is,6,6,0.0005
2025-04-01,is,65,5,0.0004
2025-04-01,japan,1,1988,0.5136
2025-04-01,japan,15,733,0.1894
2025-04-01,japan,16,265,0.0685
2025-04-01,japan,2,86,0.0222
2025-04-01,japan,28,640,0.1653
2025-04-01,japan,35,1,0.0003
2025-04-01,japan,43,1,0.0003
2025-04-01,japan,5,4,0.0010
2025-04-01,japan,6,12,0.0031
2025-04-01,japan,65,134,0.0346
2025-04-01,japan,99,7,0.0018
2025-04-01,japanese,1,982,0.5941
2025-04-01,japanese,15,50,0.0302
2025-04-01,japanese,16,2,0.0012
2025-04-01,japanese,2,24,0.0145
2025-04-01,japanese,28,487,0.2946
2025-04-01,japanese,5,3,0.0018
2025-04-01,japanese,6,10,0.0060
2025-04-01,japanese,65,95,0.0575
2025-04-01,jinbun,1,964,0.5601
2025-04-01,jinbun,15,7,0.0041
2025-04-01,jinbun,16,3,0.0017
2025-04-01,jinbun,2,33,0.0192
2025-04-01,jinbun,28,459,0.2667
2025-04-01,jinbun,5,2,0.0012
2025-04-01,jinbun,6,1,0.0006
2025-04-01,jinbun,65,252,0.1464
2025-04-01,jinsha,1,14762,0.5929
2025-04-01,jinsha,12,2,0.0001
2025-04-01,jinsha,15,1235,0.0496
2025-04-01,jinsha,16,90,0.0036
2025-04-01,jinsha,2,742,0.0298
2025-04-01,jinsha,255,22,0.0009
2025-04-01,jinsha,257,129,0.0052
2025-04-01,jinsha,28,7347,0.2951
2025-04-01,jinsha,33,5,0.0002
2025-04-01,jinsha,35,1,0.0000
2025-04-01,jinsha,39,11,0.0004
2025-04-01,jinsha,43,22,0.0009
2025-04-01,jinsha,48,4,0.0002
2025-04-01,jinsha,5,233,0.0094
2025-04-01,jinsha,6,105,0.0042
2025-04-01,jinsha,65,157,0.0063
2025-04-01,jinsha,99,32,0.0013
2025-04-01,jp-ex,1,1627,0.6100
2025-04-01,jp-ex,15,3,0.0011
2025-04-01,jp-ex,16,2,0.0007
2025-04-01,jp-ex,2,45,0.0169
2025-04-01,jp-ex,28,843,0.3161
2025-04-01,jp-ex,5,6,0.0022
2025-04-01,jp-ex,6,10,0.0037
2025-04-01,jp-ex,65,131,0.0491
2025-04-01,kansei,1,1511,0.3981
2025-04-01,kansei,15,1060,0.2792
2025-04-01,kansei,16,109,0.0287
2025-04-01,kansei,2,62,0.0163
2025-04-01,kansei,255,4,0.0011
2025-04-01,kansei,28,1013,0.2669
2025-04-01,kansei,43,4,0.0011
2025-04-01,kansei,5,6,0.0016
2025-04-01,kansei,6,6,0.0016
2025-04-01,kansei,65,17,0.0045
2025-04-01,kansei,99,4,0.0011
2025-04-01,kc,1,2111,0.7122
2025-04-01,kc,15,28,0.0094
2025-04-01,kc,16,8,0.0027
2025-04-01,kc,2,70,0.0236
2025-04-01,kc,28,695,0.2345
2025-04-01,kc,5,6,0.0020
2025-04-01,kc,6,2,0.0007
2025-04-01,kc,65,44,0.0148
2025-04-01,kdb,1,6573,0.4323
2025-04-01,kdb,12,2,0.0001
2025-04-01,kdb,13,1,0.0001
2025-04-01,kdb,15,28,0.0018
2025-04-01,kdb,16,24,0.0016
2025-04-01,kdb,2,99,0.0065
2025-04-01,kdb,257,2,0.0001
2025-04-01,kdb,28,4732,0.3112
2025-04-01,kdb,33,2,0.0001
2025-04-01,kdb,48,2,0.0001
2025-04-01,kdb,5,20,0.0013
2025-04-01,kdb,6,25,0.0016
2025-04-01,kdb,65,3694,0.2429
2025-04-01,kdb,99,2,0.0001
2025-04-01,kiri-s,1,5569,0.4751
2025-04-01,kiri-s,15,1414,0.1206
2025-04-01,kiri-s,16,254,0.0217
2025-04-01,kiri-s,2,335,0.0286
2025-04-01,kiri-s,255,1,0.0001
2025-04-01,kiri-s,28,3794,0.3237
2025-04-01,kiri-s,43,10,0.0009
2025-04-01,kiri-s,5,13,0.0011
2025-04-01,kiri-s,6,7,0.0006
2025-04-01,kiri-s,65,320,0.0273
2025-04-01,kiri-s,99,4,0.0003
2025-04-01,kiso,1,526,0.4097
2025-04-01,kiso,15,414,0.3224
2025-04-01,kiso,16,4,0.0031
2025-04-01,kiso,2,46,0.0358
2025-04-01,kiso,28,259,0.2017
2025-04-01,kiso,43,14,0.0109
2025-04-01,kiso,5,10,0.0078
2025-04-01,kiso,6,6,0.0047
2025-04-01,kiso,65,5,0.0039
2025-04-01,kkss,1,142,0.6256
2025-04-01,kkss,12,2,0.0088
2025-04-01,kkss,15,4,0.0176
2025-04-01,kkss,16,2,0.0088
2025-04-01,kkss,2,6,0.0264
2025-04-01,kkss,257,2,0.0088
2025-04-01,kkss,28,42,0.1850
2025-04-01,kkss,33,2,0.0088
2025-04-01,kkss,48,2,0.0088
2025-04-01,kkss,5,3,0.0132
2025-04-01,kkss,6,11,0.0485
2025-04-01,kkss,65,9,0.0396
2025-04-01,klis,1,2900,0.3767
2025-04-01,klis,12,1,0.0001
2025-04-01,klis,15,2791,0.3625
2025-04-01,klis,16,217,0.0282
2025-04-01,klis,2,303,0.0394
2025-04-01,klis,255,1,0.0001
2025-04-01,klis,257,5,0.0006
2025-04-01,klis,28,1048,0.1361
2025-04-01,klis,33,1,0.0001
2025-04-01,klis,43,3,0.0004
2025-04-01,klis,48,1,0.0001
2025-04-01,klis,5,17,0.0022
2025-04-01,klis,6,16,0.0021
2025-04-01,klis,65,385,0.0500
2025-04-01,klis,99,10,0.0013
2025-04-01,kokuren,1,336,0.5957
2025-04-01,kokuren,15,4,0.0071
2025-04-01,kokuren,16,2,0.0035
2025-04-01,kokuren,2,28,0.0496
2025-04-01,kokuren,255,1,0.0018
2025-04-01,kokuren,28,165,0.2926
2025-04-01,kokuren,5,1,0.0018
2025-04-01,kokuren,6,9,0.0160
2025-04-01,kokuren,65,18,0.0319
2025-04-01,kokusai,1,1908,0.5674
2025-04-01,kokusai,12,2,0.0006
2025-04-01,kokusai,15,76,0.0226
2025-04-01,kokusai,16,5,0.0015
2025-04-01,kokusai,2,53,0.0158
2025-04-01,kokusai,257,2,0.0006
2025-04-01,kokusai,28,1041,0.3095
2025-04-01,kokusai,33,2,0.0006
2025-04-01,kokusai,43,2,0.0006
2025-04-01,kokusai,48,2,0.0006
2025-04-01,kokusai,5,10,0.0030
2025-04-01,kokusai,6,6,0.0018
2025-04-01,kokusai,65,253,0.0752
2025-04-01,kokusai,99,1,0.0003
2025-04-01,komaba-s,1,6649,0.5401
2025-04-01,komaba-s,12,1,0.0001
2025-04-01,komaba-s,15,126,0.0102
2025-04-01,komaba-s,16,21,0.0017
2025-04-01,komaba-s,2,373,0.0303
2025-04-01,komaba-s,255,2,0.0002
2025-04-01,komaba-s,257,1,0.0001
2025-04-01,komaba-s,28,3537,0.2873
2025-04-01,komaba-s,33,1,0.0001
2025-04-01,komaba-s,43,12,0.0010
2025-04-01,komaba-s,48,1,0.0001
2025-04-01,komaba-s,5,3,0.0002
2025-04-01,komaba-s,6,11,0.0009
2025-04-01,komaba-s,65,1573,0.1278
2025-04-01,kou-c,1,136,0.3098
2025-04-01,kou-c,15,149,0.3394
2025-04-01,kou-c,16,1,0.0023
2025-04-01,kou-c,2,12,0.0273
2025-04-01,kou-c,28,53,0.1207
2025-04-01,kou-c,43,1,0.0023
2025-04-01,kou-c,5,2,0.0046
2025-04-01,kou-c,6,84,0.1913
2025-04-01,kou-c,65,1,0.0023
2025-04-01,koudai,1,503,0.6272
2025-04-01,koudai,12,2,0.0025
2025-04-01,koudai,15,4,0.0050
2025-04-01,koudai,16,4,0.0050
2025-04-01,koudai,2,9,0.0112
2025-04-01,koudai,257,2,0.0025
2025-04-01,koudai,28,191,0.2382
2025-04-01,koudai,33,2,0.0025
2025-04-01,koudai,48,2,0.0025
2025-04-01,koudai,5,3,0.0037
2025-04-01,koudai,6,12,0.0150
2025-04-01,koudai,65,67,0.0835
2025-04-01,koudai,99,1,0.0012
2025-04-01,kurihama,1,1315,0.4517
2025-04-01,kurihama,12,1,0.0003
2025-04-01,kurihama,15,623,0.2140
2025-04-01,kurihama,16,59,0.0203
2025-04-01,kurihama,2,91,0.0313
2025-04-01,kurihama,257,1,0.0003
2025-04-01,kurihama,28,714,0.2453
2025-04-01,kurihama,33,1,0.0003
2025-04-01,kurihama,35,1,0.0003
2025-04-01,kurihama,48,1,0.0003
2025-04-01,kurihama,5,7,0.0024
2025-04-01,kurihama,6,14,0.0048
2025-04-01,kurihama,65,81,0.0278
2025-04-01,kurihama,99,2,0.0007
2025-04-01,kyoikusuishin,1,402,0.5057
2025-04-01,kyoikusuishin,15,1,0.0013
2025-04-01,kyoikusuishin,2,14,0.0176
2025-04-01,kyoikusuishin,28,311,0.3912
2025-04-01,kyoikusuishin,5,3,0.0038
2025-04-01,kyoikusuishin,6,10,0.0126
2025-04-01,kyoikusuishin,65,54,0.0679
2025-04-01,kz,1,10141,0.4666
2025-04-01,kz,12,5,0.0002
2025-04-01,kz,15,3752,0.1726
2025-04-01,kz,16,714,0.0329
2025-04-01,kz,2,638,0.0294
2025-04-01,kz,257,2,0.0001
2025-04-01,kz,28,5377,0.2474
2025-04-01,kz,33,2,0.0001
2025-04-01,kz,35,2,0.0001
2025-04-01,kz,43,36,0.0017
2025-04-01,kz,48,2,0.0001
2025-04-01,kz,5,76,0.0035
2025-04-01,kz,6,40,0.0018
2025-04-01,kz,65,942,0.0433
2025-04-01,kz,99,6,0.0003
2025-04-01,lawschool,1,5480,0.4831
2025-04-01,lawschool,12,2,0.0002
2025-04-01,lawschool,13,1,0.0001
2025-04-01,lawschool,15,1634,0.1440
2025-04-01,lawschool,16,319,0.0281
2025-04-01,lawschool,2,167,0.0147
2025-04-01,lawschool,257,2,0.0002
2025-04-01,lawschool,28,2554,0.2251
2025-04-01,lawschool,33,2,0.0002
2025-04-01,lawschool,43,1,0.0001
2025-04-01,lawschool,48,2,0.0002
2025-04-01,lawschool,5,37,0.0033
2025-04-01,lawschool,6,35,0.0031
2025-04-01,lawschool,65,1077,0.0949
2025-04-01,lawschool,99,31,0.0027
2025-04-01,life,1,4833,0.5920
2025-04-01,life,12,1,0.0001
2025-04-01,life,15,935,0.1145
2025-04-01,life,16,16,0.0020
2025-04-01,life,2,432,0.0529
2025-04-01,life,28,1527,0.1870
2025-04-01,life,33,3,0.0004
2025-04-01,life,35,3,0.0004
2025-04-01,life,43,29,0.0036
2025-04-01,life,48,13,0.0016
2025-04-01,life,5,32,0.0039
2025-04-01,life,6,15,0.0018
2025-04-01,life,65,325,0.0398
2025-04-01,lingua,1,2487,0.5517
2025-04-01,lingua,15,1038,0.2303
2025-04-01,lingua,16,10,0.0022
2025-04-01,lingua,2,213,0.0472
2025-04-01,lingua,28,591,0.1311
2025-04-01,lingua,43,8,0.0018
2025-04-01,lingua,5,14,0.0031
2025-04-01,lingua,6,7,0.0016
2025-04-01,lingua,65,140,0.0311
2025-04-01,logos,1,1736,0.4492
2025-04-01,logos,15,912,0.2360
2025-04-01,logos,16,162,0.0419
2025-04-01,logos,2,53,0.0137
2025-04-01,logos,28,960,0.2484
2025-04-01,logos,43,1,0.0003
2025-04-01,logos,5,4,0.0010
2025-04-01,logos,6,2,0.0005
2025-04-01,logos,65,32,0.0083
2025-04-01,logos,99,3,0.0008
2025-04-01,manaba,1,14335,0.4693
2025-04-01,manaba,13,1,0.0000
2025-04-01,manaba,15,11,0.0004
2025-04-01,manaba,16,4,0.0001
2025-04-01,manaba,2,155,0.0051
2025-04-01,manaba,28,10252,0.3356
2025-04-01,manaba,43,11,0.0004
2025-04-01,manaba,5,5,0.0002
2025-04-01,manaba,6,11,0.0004
2025-04-01,manaba,65,5763,0.1887
2025-04-01,mast,1,1499,0.5088
2025-04-01,mast,15,92,0.0312
2025-04-01,mast,16,39,0.0132
2025-04-01,mast,2,65,0.0221
2025-04-01,mast,28,895,0.3038
2025-04-01,mast,5,13,0.0044
2025-04-01,mast,6,6,0.0020
2025-04-01,mast,65,336,0.1141
2025-04-01,mast,99,1,0.0003
2025-04-01,materials,1,234,0.6273
2025-04-01,materials,15,1,0.0027
2025-04-01,materials,2,19,0.0509
2025-04-01,materials,28,117,0.3137
2025-04-01,materials,5,1,0.0027
2025-04-01,materials,65,1,0.0027
2025-04-01,math,1,8467,0.5130
2025-04-01,math,12,3,0.0002
2025-04-01,math,13,1,0.0001
2025-04-01,math,15,1767,0.1071
2025-04-01,math,16,295,0.0179
2025-04-01,math,2,296,0.0179
2025-04-01,math,255,2,0.0001
2025-04-01,math,257,4,0.0002
2025-04-01,math,28,4883,0.2959
2025-04-01,math,33,3,0.0002
2025-04-01,math,43,4,0.0002
2025-04-01,math,48,3,0.0002
2025-04-01,math,5,28,0.0017
2025-04-01,math,6,14,0.0008
2025-04-01,math,65,693,0.0420
2025-04-01,math,99,41,0.0025
2025-04-01,md,43,96,1.0000
2025-04-01,megaquake,1,14,0.4000
2025-04-01,megaquake,2,2,0.0571
2025-04-01,megaquake,28,10,0.2857
2025-04-01,megaquake,6,9,0.2571
2025-04-01,mics,1,812,0.6213
2025-04-01,mics,12,2,0.0015
2025-04-01,mics,15,5,0.0038
2025-04-01,mics,16,8,0.0061
2025-04-01,mics,2,59,0.0451
2025-04-01,mics,257,2,0.0015
2025-04-01,mics,28,366,0.2800
2025-04-01,mics,33,2,0.0015
2025-04-01,mics,48,2,0.0015
2025-04-01,mics,5,7,0.0054
2025-04-01,mics,6,16,0.0122
